agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
009,"Department of Health and Human Services",009-70-1534,"Social services block grant",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1534,"Social services block grant",2022,"Funding Total",0
009,"Department of Health and Human Services",014-25-1031,"Global Health Programs",2022,"CIO Authority",0
009,"Department of Health and Human Services",014-25-1031,"Global Health Programs",2022,"Budget Authority",0
009,"Department of Health and Human Services",014-25-1031,"Global Health Programs",2022,"Funding Total",1.671
009,"Department of Health and Human Services",009-38-0511,"Program Management",2023,"CIO Authority",20636.019726
009,"Department of Health and Human Services",009-38-0511,"Program Management",2023,"Budget Authority",0.035
009,"Department of Health and Human Services",009-38-0511,"Program Management",2023,"Funding Total",2486.257353
009,"Department of Health and Human Services",009-25-9915,"National Institutes of Health",2023,"CIO Authority",1457.497464
009,"Department of Health and Human Services",009-25-9915,"National Institutes of Health",2023,"Budget Authority",25.418
009,"Department of Health and Human Services",009-25-9915,"National Institutes of Health",2023,"Funding Total",1753.067
009,"Department of Health and Human Services",009-20-0943,"CDC-wide Activities and Program Support",2023,"CIO Authority",432.928119
009,"Department of Health and Human Services",009-20-0943,"CDC-wide Activities and Program Support",2023,"Budget Authority",0.48
009,"Department of Health and Human Services",009-20-0943,"CDC-wide Activities and Program Support",2023,"Funding Total",642.567749
009,"Department of Health and Human Services",009-30-1362,"Substance Use And Mental Health Services Administration",2023,"CIO Authority",44.499714
009,"Department of Health and Human Services",009-30-1362,"Substance Use And Mental Health Services Administration",2023,"Budget Authority",0.186
009,"Department of Health and Human Services",009-30-1362,"Substance Use And Mental Health Services Administration",2023,"Funding Total",62.695195
009,"Department of Health and Human Services",009-38-0519,"Quality Improvement Organizations",2023,"CIO Authority",259.375665
009,"Department of Health and Human Services",009-38-0519,"Quality Improvement Organizations",2023,"Budget Authority",0
009,"Department of Health and Human Services",009-38-0519,"Quality Improvement Organizations",2023,"Funding Total",317.579753
009,"Department of Health and Human Services",009-91-9941,"HHS Service and Supply Fund",2023,"CIO Authority",0
009,"Department of Health and Human Services",009-91-9941,"HHS Service and Supply Fund",2023,"Budget Authority",0
009,"Department of Health and Human Services",009-91-9941,"HHS Service and Supply Fund",2023,"Funding Total",586.421196
009,"Department of Health and Human Services",009-38-8393,"Health Care Fraud and Abuse Control Account",2023,"CIO Authority",430.432942
009,"Department of Health and Human Services",009-38-8393,"Health Care Fraud and Abuse Control Account",2023,"Budget Authority",0
009,"Department of Health and Human Services",009-38-8393,"Health Care Fraud and Abuse Control Account",2023,"Funding Total",606.726398
009,"Department of Health and Human Services",009-20-0944,"Agency for Toxic Substances and Disease Registry, Toxic Substances and Environmental Public Health",2023,"CIO Authority",5.500003
009,"Department of Health and Human Services",009-20-0944,"Agency for Toxic Substances and Disease Registry, Toxic Substances and Environmental Public Health",2023,"Budget Authority",0
009,"Department of Health and Human Services",009-20-0944,"Agency for Toxic Substances and Disease Registry, Toxic Substances and Environmental Public Health",2023,"Funding Total",7.199999
009,"Department of Health and Human Services",009-38-0522,"Center for Medicare and Medicaid Innovation",2023,"CIO Authority",217.364315
009,"Department of Health and Human Services",009-38-0522,"Center for Medicare and Medicaid Innovation",2023,"Budget Authority",0
009,"Department of Health and Human Services",009-38-0522,"Center for Medicare and Medicaid Innovation",2023,"Funding Total",208.719524
009,"Department of Health and Human Services",009-10-9911,"Salaries and Expenses",2023,"CIO Authority",819.696988
009,"Department of Health and Human Services",009-10-9911,"Salaries and Expenses",2023,"Budget Authority",0.07
009,"Department of Health and Human Services",009-10-9911,"Salaries and Expenses",2023,"Funding Total",1102.241858
009,"Department of Health and Human Services",009-90-0125,"Nonrecurring Expenses Fund",2023,"CIO Authority",170.44055
009,"Department of Health and Human Services",009-90-0125,"Nonrecurring Expenses Fund",2023,"Budget Authority",3.4
009,"Department of Health and Human Services",009-90-0125,"Nonrecurring Expenses Fund",2023,"Funding Total",138.378273
009,"Department of Health and Human Services",009-20-4553,"CDC Working Capital Fund",2023,"CIO Authority",304.902454
009,"Department of Health and Human Services",009-20-4553,"CDC Working Capital Fund",2023,"Budget Authority",6.206437
009,"Department of Health and Human Services",009-20-4553,"CDC Working Capital Fund",2023,"Funding Total",431.954941
009,"Department of Health and Human Services",009-33-1700,"Healthcare Research and Quality",2023,"CIO Authority",33.605
009,"Department of Health and Human Services",009-33-1700,"Healthcare Research and Quality",2023,"Budget Authority",0.058
009,"Department of Health and Human Services",009-33-1700,"Healthcare Research and Quality",2023,"Funding Total",36.361
009,"Department of Health and Human Services",009-90-9912,"General Departmental Management",2023,"CIO Authority",33.684847
009,"Department of Health and Human Services",009-90-9912,"General Departmental Management",2023,"Budget Authority",0.072
009,"Department of Health and Human Services",009-90-9912,"General Departmental Management",2023,"Funding Total",55.611679
009,"Department of Health and Human Services",009-70-1553,"Children's Research and Technical Assistance",2023,"CIO Authority",46.34442
009,"Department of Health and Human Services",009-70-1553,"Children's Research and Technical Assistance",2023,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1553,"Children's Research and Technical Assistance",2023,"Funding Total",48.328159
009,"Department of Health and Human Services",009-15-0350,"Health Resources and Services",2023,"CIO Authority",211.863553
009,"Department of Health and Human Services",009-15-0350,"Health Resources and Services",2023,"Budget Authority",16185.178262
009,"Department of Health and Human Services",009-15-0350,"Health Resources and Services",2023,"Funding Total",238.186896
009,"Department of Health and Human Services",009-20-0946,"World Trade Center Health Program Fund",2023,"CIO Authority",12.547449
009,"Department of Health and Human Services",009-20-0946,"World Trade Center Health Program Fund",2023,"Budget Authority",0
009,"Department of Health and Human Services",009-20-0946,"World Trade Center Health Program Fund",2023,"Funding Total",30.122902
009,"Department of Health and Human Services",009-15-8175,"Vaccine Injury Compensation Program Trust Fund",2023,"CIO Authority",1.400469
009,"Department of Health and Human Services",009-15-8175,"Vaccine Injury Compensation Program Trust Fund",2023,"Budget Authority",1.163
009,"Department of Health and Human Services",009-15-8175,"Vaccine Injury Compensation Program Trust Fund",2023,"Funding Total",2.935978
009,"Department of Health and Human Services",009-15-0321,"Maternal, Infant, and Early Childhood Home Visiting Programs",2023,"CIO Authority",5.062888
009,"Department of Health and Human Services",009-15-0321,"Maternal, Infant, and Early Childhood Home Visiting Programs",2023,"Budget Authority",0.951314
009,"Department of Health and Human Services",009-15-0321,"Maternal, Infant, and Early Childhood Home Visiting Programs",2023,"Funding Total",4.659122
009,"Department of Health and Human Services",009-70-1503,"Refugee and Entrant Assistance",2023,"CIO Authority",44.001026
009,"Department of Health and Human Services",009-70-1503,"Refugee and Entrant Assistance",2023,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1503,"Refugee and Entrant Assistance",2023,"Funding Total",88.209864
009,"Department of Health and Human Services",009-75-0142,"Aging and Disability Services Programs",2023,"CIO Authority",6.682514
009,"Department of Health and Human Services",009-75-0142,"Aging and Disability Services Programs",2023,"Budget Authority",0.085
009,"Department of Health and Human Services",009-75-0142,"Aging and Disability Services Programs",2023,"Funding Total",6.682514
009,"Department of Health and Human Services",015-05-1892,"Coronavirus Relief Fund",2023,"CIO Authority",55.303118
009,"Department of Health and Human Services",015-05-1892,"Coronavirus Relief Fund",2023,"Budget Authority",16.162118
009,"Department of Health and Human Services",015-05-1892,"Coronavirus Relief Fund",2023,"Funding Total",61.593894
009,"Department of Health and Human Services",009-70-1502,"Low Income Home Energy Assistance",2023,"CIO Authority",0.692831
009,"Department of Health and Human Services",009-70-1502,"Low Income Home Energy Assistance",2023,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1502,"Low Income Home Energy Assistance",2023,"Funding Total",3.120241
009,"Department of Health and Human Services",009-70-1536,"Children and Families Services Programs",2023,"CIO Authority",70.423551
009,"Department of Health and Human Services",009-70-1536,"Children and Families Services Programs",2023,"Budget Authority",0.409
009,"Department of Health and Human Services",009-70-1536,"Children and Families Services Programs",2023,"Funding Total",97.833217
009,"Department of Health and Human Services",009-92-0128,"Office of Inspector General",2023,"CIO Authority",86.954489
009,"Department of Health and Human Services",009-92-0128,"Office of Inspector General",2023,"Budget Authority",0
009,"Department of Health and Human Services",009-92-0128,"Office of Inspector General",2023,"Funding Total",86.954489
009,"Department of Health and Human Services",009-90-0140,"Public Health and Social Services Emergency Fund",2023,"CIO Authority",104.117127
009,"Department of Health and Human Services",009-90-0140,"Public Health and Social Services Emergency Fund",2023,"Budget Authority",0
009,"Department of Health and Human Services",009-90-0140,"Public Health and Social Services Emergency Fund",2023,"Funding Total",20.886988
009,"Department of Health and Human Services",009-17-0390,"Indian Health Services",2023,"CIO Authority",182.954
009,"Department of Health and Human Services",009-17-0390,"Indian Health Services",2023,"Budget Authority",3598.379
009,"Department of Health and Human Services",009-17-0390,"Indian Health Services",2023,"Funding Total",273.369149
009,"Department of Health and Human Services",009-70-1534,"Social services block grant",2023,"CIO Authority",0
009,"Department of Health and Human Services",009-70-1534,"Social services block grant",2023,"Budget Authority",0
